Timestamp,AFRDifference,BatteryVoltage,IgnitionTiming,CurrentDutyCycle,Load,IgnitionLoad,MAPSource,LambdaSensor1,ThrottlePosition,BaseFuel,BaseIgnition,RPM,TransientThrottleEnrichSensitivity,TransientThrottlePercentageAsync,RPM_delta,Load_delta,RPM_roll_avg,RPM_roll_std,DrivingStyle,Behaviour
07:43:02.422,-26.0,12668.0,,23.0,406.0,406.0,405.0,1026.0,1.0,333.0,,1014.0,2740.0,799.0,,,,,Neutral,Cruising
07:43:02.500,-26.0,12762.0,,,406.0,406.0,406.0,1026.0,0.0,335.0,,1024.0,2717.0,795.0,10.0,0.0,,,Neutral,Accelerating
07:43:02.578,-20.0,12762.0,,,407.0,407.0,407.0,1020.0,0.0,335.0,,1022.0,2725.0,796.0,-2.0,1.0,,,Neutral,Cruising
07:43:02.656,-25.0,12825.0,,23.0,404.0,404.0,405.0,1025.0,1.0,338.0,,1037.0,2723.0,796.0,15.0,-3.0,,,Neutral,Accelerating
07:43:02.735,-5.0,12778.0,,24.0,405.0,405.0,403.0,1005.0,0.0,341.0,,1054.0,2701.0,793.0,17.0,1.0,1030.2,15.658863304850696,Neutral,Accelerating
07:43:03.453,-27.0,12762.0,242.0,,404.0,404.0,404.0,1027.0,0.0,332.0,320.0,1007.0,2750.0,800.0,-47.0,-1.0,1028.8,17.655027612552725,Neutral,Braking
07:43:03.531,-23.0,12809.0,244.0,,407.0,407.0,407.0,1023.0,1.0,330.0,322.0,990.0,2750.0,,-17.0,3.0,1022.0,24.989997999199584,Neutral,Braking
07:43:03.610,-23.0,12762.0,243.0,,412.0,412.0,412.0,1023.0,0.0,,321.0,997.0,2743.0,,7.0,5.0,1017.0,27.376997644007627,Neutral,Accelerating
07:43:03.688,-37.0,12809.0,242.0,,410.0,410.0,410.0,1037.0,,330.0,321.0,998.0,2750.0,,1.0,-2.0,1009.2,25.76237566685183,Neutral,Cruising
07:43:03.875,-18.0,12825.0,241.0,23.0,418.0,418.0,418.0,1018.0,,337.0,320.0,997.0,2750.0,800.0,-1.0,8.0,997.8,6.058052492344383,Neutral,Accelerating
07:43:03.953,3.0,12809.0,240.0,,416.0,416.0,416.0,997.0,,337.0,319.0,1011.0,2742.0,799.0,14.0,-2.0,998.6,7.635443667528415,Neutral,Accelerating
07:43:04.031,3.0,12731.0,238.0,23.0,419.0,419.0,419.0,997.0,0.0,340.0,318.0,1009.0,2744.0,799.0,-2.0,3.0,1002.4,6.985699678629175,Neutral,Cruising
07:43:04.110,-3.0,12825.0,239.0,24.0,416.0,416.0,417.0,1003.0,1.0,341.0,319.0,1034.0,2725.0,796.0,25.0,-3.0,1009.8,14.923136399564273,Neutral,Accelerating
07:43:04.188,-6.0,12809.0,241.0,23.0,414.0,414.0,413.0,1006.0,0.0,339.0,320.0,1031.0,2720.0,796.0,-3.0,-2.0,1016.4,15.678010077812822,Neutral,Cruising
07:43:04.266,-10.0,12762.0,240.0,24.0,412.0,412.0,409.0,1010.0,1.0,339.0,,1043.0,2718.0,795.0,12.0,-2.0,1025.6,14.926486525636266,Neutral,Accelerating
07:43:04.344,-11.0,12778.0,241.0,,411.0,411.0,412.0,1011.0,0.0,338.0,,1038.0,2709.0,794.0,-5.0,-1.0,1031.0,13.09580085370885,Neutral,Braking
07:43:04.422,-23.0,12809.0,,,404.0,404.0,404.0,1023.0,0.0,339.0,,1045.0,2710.0,,7.0,-7.0,1038.2,5.8906705900093685,Neutral,Accelerating
