Timestamp,AFRDifference,BatteryVoltage,IgnitionTiming,CurrentDutyCycle,Load,IgnitionLoad,MAPSource,LambdaSensor1,ThrottlePosition,BaseFuel,BaseIgnition,RPM,TransientThrottleEnrichSensitivity,TransientThrottlePercentageAsync,RPM_delta,Load_delta,RPM_roll_avg,RPM_roll_std,DrivingStyle,Behaviour
07:35:47.656,44.0,13122.0,270.0,23.0,442.0,442.0,443.0,956.0,,367.0,320.0,919.0,,,,,,,Neutral,Cruising
07:35:47.734,45.0,13231.0,264.0,24.0,440.0,440.0,441.0,955.0,,368.0,314.0,971.0,,,52.0,-2.0,,,Neutral,Accelerating
07:35:47.797,46.0,13216.0,263.0,25.0,438.0,438.0,438.0,954.0,,367.0,313.0,988.0,,,17.0,-2.0,,,Neutral,Accelerating
07:35:47.859,48.0,13122.0,270.0,24.0,432.0,432.0,432.0,952.0,,357.0,320.0,952.0,,,-36.0,-6.0,,,Neutral,Braking
07:35:47.922,41.0,13122.0,269.0,,437.0,437.0,437.0,959.0,,363.0,319.0,939.0,,,-13.0,5.0,953.8,26.920252599112057,Neutral,Accelerating
07:35:48.312,30.0,13169.0,261.0,26.0,437.0,437.0,436.0,970.0,,367.0,311.0,1010.0,2743.0,799.0,71.0,0.0,972.0,28.24004249288588,Neutral,Accelerating
07:35:48.391,36.0,13184.0,265.0,24.0,431.0,431.0,431.0,964.0,,358.0,315.0,995.0,2750.0,800.0,-15.0,-6.0,976.8,30.011664399029925,Neutral,Braking
07:35:48.516,38.0,13216.0,265.0,25.0,428.0,428.0,428.0,962.0,,356.0,315.0,1006.0,2750.0,800.0,11.0,-3.0,980.4,32.65424934062947,Neutral,Accelerating
07:35:48.594,44.0,13153.0,267.0,24.0,422.0,422.0,423.0,956.0,,349.0,317.0,982.0,2741.0,799.0,-24.0,-6.0,986.4,28.640879874752457,Neutral,Braking
07:35:48.656,36.0,13137.0,270.0,23.0,424.0,424.0,424.0,964.0,,349.0,320.0,974.0,2750.0,800.0,-8.0,2.0,993.4,15.35578067048369,Neutral,Braking
07:35:48.719,38.0,13169.0,271.0,23.0,423.0,423.0,423.0,962.0,,348.0,321.0,973.0,,,-1.0,-1.0,986.0,14.23024947075772,Neutral,Cruising
07:35:48.781,38.0,13216.0,267.0,24.0,424.0,424.0,425.0,962.0,,350.0,317.0,992.0,,,19.0,1.0,985.4,13.813037319865622,Neutral,Accelerating
07:35:48.844,48.0,13216.0,272.0,23.0,421.0,421.0,421.0,952.0,,345.0,322.0,967.0,,,-25.0,-3.0,977.6,9.659192512834618,Neutral,Braking
07:35:48.906,42.0,13262.0,274.0,23.0,426.0,426.0,426.0,958.0,,350.0,324.0,941.0,,,-26.0,5.0,969.4,18.420097719610503,Neutral,Accelerating
07:35:48.984,36.0,13231.0,268.0,24.0,425.0,425.0,425.0,964.0,,351.0,318.0,984.0,2750.0,800.0,43.0,-1.0,971.4,19.55249344712843,Neutral,Accelerating
07:35:49.062,37.0,13106.0,270.0,23.0,424.0,424.0,424.0,963.0,,349.0,320.0,974.0,2741.0,799.0,-10.0,-1.0,971.6,19.57804893241408,Neutral,Braking
07:35:49.141,41.0,13122.0,274.0,22.0,424.0,424.0,425.0,959.0,,348.0,324.0,940.0,2750.0,800.0,-34.0,0.0,961.2,19.84187491140897,Neutral,Braking
07:35:49.203,41.0,13122.0,273.0,23.0,430.0,430.0,429.0,959.0,,355.0,323.0,935.0,,,-5.0,6.0,954.8,22.4877744563574,Neutral,Accelerating
07:35:49.266,37.0,13184.0,270.0,24.0,434.0,434.0,434.0,963.0,,360.0,320.0,947.0,,,12.0,4.0,956.0,21.71405075060848,Neutral,Accelerating
07:35:49.328,34.0,13200.0,268.0,,433.0,433.0,431.0,966.0,,360.0,318.0,960.0,,,13.0,-1.0,951.2,15.83350877095789,Neutral,Accelerating
07:35:49.391,35.0,13184.0,269.0,24.0,432.0,432.0,432.0,965.0,,358.0,319.0,957.0,,,-3.0,-1.0,947.8,10.709808588392272,Neutral,Cruising
07:35:49.437,42.0,13184.0,274.0,22.0,435.0,435.0,435.0,958.0,,359.0,324.0,908.0,,,-49.0,3.0,941.4,21.078424988599146,Neutral,Braking
07:35:49.516,44.0,13200.0,266.0,24.0,439.0,439.0,440.0,956.0,,367.0,316.0,964.0,,,56.0,4.0,947.2,22.796929617823547,Neutral,Accelerating
07:35:49.750,36.0,13247.0,266.0,24.0,430.0,430.0,431.0,964.0,,357.0,316.0,985.0,2750.0,800.0,21.0,-9.0,954.8,28.36723462024455,Neutral,Accelerating
07:35:49.875,36.0,13137.0,266.0,25.0,425.0,425.0,425.0,964.0,,356.0,316.0,1031.0,2729.0,797.0,46.0,-5.0,969.0,44.6933999601731,Neutral,Accelerating
07:35:49.937,22.0,13075.0,267.0,24.0,421.0,421.0,421.0,978.0,,349.0,317.0,1013.0,2733.0,797.0,-18.0,-4.0,980.2,47.8403595304216,Neutral,Braking
07:35:50.094,22.0,13216.0,269.0,,418.0,418.0,417.0,978.0,,344.0,319.0,1002.0,2749.0,800.0,-11.0,-3.0,999.0,25.739075352467484,Neutral,Braking
07:35:50.203,21.0,13216.0,268.0,,419.0,419.0,418.0,979.0,,348.0,318.0,1024.0,2738.0,798.0,22.0,1.0,1011.0,18.23458252881045,Neutral,Accelerating
07:35:50.266,35.0,13200.0,269.0,24.0,417.0,417.0,417.0,965.0,,347.0,319.0,1031.0,2735.0,798.0,7.0,-2.0,1020.2,12.557866060760444,Neutral,Accelerating
07:35:50.328,34.0,13184.0,271.0,23.0,415.0,415.0,415.0,966.0,,339.0,321.0,997.0,2750.0,800.0,-34.0,-2.0,1013.4,14.328293687665642,Neutral,Braking
07:35:50.703,37.0,13216.0,272.0,23.0,436.0,436.0,436.0,963.0,,361.0,322.0,927.0,,,-70.0,21.0,996.2,41.251666632998,Neutral,Accelerating
07:35:50.922,45.0,12997.0,275.0,23.0,450.0,450.0,449.0,955.0,,373.0,325.0,860.0,,,-67.0,14.0,967.8,72.95683655422567,Neutral,Accelerating
07:35:50.984,49.0,13169.0,268.0,24.0,454.0,454.0,453.0,951.0,,380.0,318.0,903.0,,,43.0,4.0,943.6,69.64768481435688,Neutral,Accelerating
07:35:51.062,50.0,13122.0,273.0,23.0,455.0,455.0,455.0,950.0,,380.0,323.0,871.0,,,-32.0,1.0,911.6,54.5783839995286,Neutral,Braking
07:35:51.266,44.0,13216.0,271.0,23.0,461.0,461.0,462.0,956.0,,385.0,321.0,863.0,,,-8.0,6.0,884.8,29.12387336876741,Neutral,Accelerating
07:35:51.312,30.0,13122.0,270.0,24.0,462.0,462.0,462.0,970.0,,387.0,320.0,873.0,,,10.0,1.0,874.0,17.088007490635032,Neutral,Accelerating
07:35:51.922,27.0,13200.0,260.0,,442.0,442.0,442.0,973.0,,371.0,310.0,994.0,2750.0,800.0,121.0,-20.0,900.8,54.26969688509418,Neutral,Accelerating
07:35:51.984,26.0,13184.0,261.0,26.0,438.0,438.0,438.0,974.0,,369.0,311.0,1011.0,2742.0,799.0,17.0,-4.0,922.4,73.46291581471567,Neutral,Accelerating
07:35:52.062,33.0,13216.0,263.0,25.0,432.0,432.0,433.0,967.0,,360.0,313.0,1004.0,2747.0,800.0,-7.0,-6.0,949.0,74.27314454094429,Neutral,Braking
07:35:52.844,54.0,13184.0,269.0,24.0,436.0,436.0,434.0,946.0,,362.0,319.0,948.0,,,-56.0,4.0,966.0,57.50217387195028,Neutral,Braking
07:35:52.906,54.0,13184.0,273.0,23.0,437.0,437.0,436.0,946.0,,361.0,323.0,914.0,,,-34.0,1.0,974.2,41.66773331968038,Neutral,Braking
07:35:52.937,55.0,13200.0,270.0,24.0,441.0,441.0,439.0,945.0,,367.0,320.0,928.0,,,14.0,4.0,961.0,44.20407221060072,Neutral,Accelerating
07:35:53.547,47.0,13075.0,269.0,24.0,454.0,454.0,455.0,953.0,,380.0,319.0,901.0,,,-27.0,13.0,939.0,40.29888335921981,Neutral,Accelerating
07:35:53.625,50.0,13184.0,264.0,25.0,453.0,453.0,452.0,950.0,,381.0,314.0,933.0,,,32.0,-1.0,924.8,18.01943395337387,Neutral,Accelerating
07:35:53.687,48.0,13137.0,269.0,24.0,452.0,452.0,453.0,952.0,,378.0,319.0,904.0,,,-29.0,-1.0,916.0,14.195069566578486,Neutral,Braking
07:35:53.750,51.0,13200.0,267.0,25.0,455.0,455.0,456.0,949.0,,382.0,317.0,916.0,,,12.0,3.0,916.4,14.152738250953515,Neutral,Accelerating
07:35:54.281,38.0,13122.0,263.0,25.0,432.0,432.0,432.0,962.0,,361.0,313.0,1011.0,2733.0,797.0,95.0,-23.0,933.0,45.381714379251946,Neutral,Accelerating
07:35:54.344,35.0,13153.0,266.0,24.0,430.0,430.0,429.0,965.0,,357.0,316.0,988.0,2750.0,800.0,-23.0,-2.0,950.4,46.7043895153336,Neutral,Braking
07:35:54.406,47.0,13184.0,,24.0,429.0,429.0,428.0,953.0,,356.0,,991.0,2750.0,800.0,3.0,-1.0,962.0,48.47164119358868,Neutral,Cruising
07:35:54.484,46.0,13153.0,266.0,25.0,426.0,426.0,426.0,954.0,,355.0,316.0,1015.0,2735.0,798.0,24.0,-3.0,984.2,39.93369504566292,Neutral,Accelerating
07:35:54.562,44.0,13169.0,269.0,23.0,422.0,422.0,422.0,956.0,,347.0,319.0,986.0,2750.0,800.0,-29.0,-4.0,998.2,13.700364958642597,Neutral,Braking
07:35:54.641,45.0,13184.0,270.0,23.0,427.0,427.0,427.0,955.0,,352.0,320.0,965.0,,,-21.0,5.0,989.0,17.790446874657256,Neutral,Accelerating
